type,path
train,bn/timex2norm/CNN_ENG_20030429_083016.5
train,bn/timex2norm/CNN_ENG_20030429_110706.7
train,bn/timex2norm/CNN_ENG_20030429_143706.14
train,bn/timex2norm/CNN_ENG_20030429_170710.4
train,bn/timex2norm/CNN_ENG_20030429_190711.14
train,bn/timex2norm/CNN_ENG_20030430_063016.14
train,bn/timex2norm/CNN_ENG_20030430_093016.0
train,bn/timex2norm/CNN_ENG_20030430_160723.6
train,bn/timex2norm/CNN_ENG_20030501_063017.15
train,bn/timex2norm/CNN_ENG_20030501_160459.0
train,bn/timex2norm/CNN_ENG_20030502_080020.7
train,bn/timex2norm/CNN_ENG_20030502_093018.6
train,bn/timex2norm/CNN_ENG_20030505_090022.1
train,bn/timex2norm/CNN_ENG_20030506_053020.14
train,bn/timex2norm/CNN_ENG_20030506_160524.18
train,bn/timex2norm/CNN_ENG_20030506_163523.22
train,bn/timex2norm/CNN_ENG_20030507_060023.1
train,bn/timex2norm/CNN_ENG_20030507_160538.15
train,bn/timex2norm/CNN_ENG_20030507_170539.0
train,bn/timex2norm/CNN_ENG_20030508_170552.18
train,bn/timex2norm/CNN_ENG_20030508_210555.5
train,bn/timex2norm/CNN_ENG_20030509_090025.5
train,bn/timex2norm/CNN_ENG_20030509_123601.13
train,bn/timex2norm/CNN_ENG_20030512_190454.7
train,bn/timex2norm/CNN_ENG_20030513_080020.2
train,bn/timex2norm/CNN_ENG_20030513_113501.6
train,bn/timex2norm/CNN_ENG_20030513_160506.16
train,bn/timex2norm/CNN_ENG_20030514_130518.5
train,bn/timex2norm/CNN_ENG_20030515_063019.6
train,bn/timex2norm/CNN_ENG_20030515_073019.7
train,bn/timex2norm/CNN_ENG_20030515_193533.6
train,bn/timex2norm/CNN_ENG_20030516_090022.7
train,bn/timex2norm/CNN_ENG_20030516_123543.8
train,bn/timex2norm/CNN_ENG_20030524_143511.4
train,bn/timex2norm/CNN_ENG_20030525_143522.8
train,bn/timex2norm/CNN_ENG_20030525_160525.13
train,bn/timex2norm/CNN_ENG_20030526_133535.4
train,bn/timex2norm/CNN_ENG_20030526_180540.6
train,bn/timex2norm/CNN_ENG_20030526_183538.3
train,bn/timex2norm/CNN_ENG_20030527_195948.3
train,bn/timex2norm/CNN_ENG_20030527_215946.12
train,bn/timex2norm/CNN_ENG_20030528_082823.9
train,bn/timex2norm/CNN_ENG_20030528_125956.8
train,bn/timex2norm/CNN_ENG_20030528_165958.16
train,bn/timex2norm/CNN_ENG_20030528_172957.18
train,bn/timex2norm/CNN_ENG_20030528_195959.20
train,bn/timex2norm/CNN_ENG_20030529_085826.10
train,bn/timex2norm/CNN_ENG_20030529_130011.6
train,bn/timex2norm/CNN_ENG_20030530_130025.12
train,bn/timex2norm/CNN_ENG_20030602_072826.1
train,bn/timex2norm/CNN_ENG_20030602_102826.13
train,bn/timex2norm/CNN_ENG_20030602_105829.2
train,bn/timex2norm/CNN_ENG_20030602_133012.9
train,bn/timex2norm/CNN_ENG_20030603_095830.17
train,bn/timex2norm/CNN_ENG_20030603_133025.7
train,bn/timex2norm/CNN_ENG_20030604_092828.7
train,bn/timex2norm/CNN_ENG_20030604_102828.6
train,bn/timex2norm/CNN_ENG_20030605_065831.18
train,bn/timex2norm/CNN_ENG_20030605_085831.13
train,bn/timex2norm/CNN_ENG_20030605_105831.11
train,bn/timex2norm/CNN_ENG_20030605_193002.8
train,bn/timex2norm/CNN_ENG_20030605_223004.4
train,bn/timex2norm/CNN_ENG_20030607_170312.6
train,bn/timex2norm/CNN_ENG_20030607_173310.4
train,bn/timex2norm/CNN_ENG_20030610_085833.10
train,bn/timex2norm/CNN_ENG_20030610_095857.4
train,bn/timex2norm/CNN_ENG_20030610_105832.1
train,bn/timex2norm/CNN_ENG_20030610_123040.9
train,bn/timex2norm/CNN_ENG_20030610_130042.17
train,bn/timex2norm/CNN_ENG_20030610_133041.17
train,bn/timex2norm/CNN_ENG_20030611_102832.3
train,bn/timex2norm/CNN_ENG_20030611_102832.4
train,bn/timex2norm/CNN_ENG_20030611_175950.5
train,bn/timex2norm/CNN_ENG_20030612_072835.2
train,bn/timex2norm/CNN_ENG_20030612_160005.13
train,bn/timex2norm/CNN_ENG_20030612_173004.10
train,bn/timex2norm/CNN_ENG_20030612_173004.2
train,bn/timex2norm/CNN_ENG_20030614_173123.4
train,bn/timex2norm/CNN_ENG_20030616_130059.25
train,bn/timex2norm/CNN_ENG_20030617_065838.21
train,bn/timex2norm/CNN_ENG_20030617_105836.4
train,bn/timex2norm/CNN_ENG_20030617_112838.4
train,bn/timex2norm/CNN_ENG_20030617_173115.14
train,bn/timex2norm/CNN_ENG_20030617_173115.22
train,bn/timex2norm/CNN_ENG_20030617_193116.10
train,bn/timex2norm/CNN_ENG_20030618_065839.11
train,bn/timex2norm/CNN_ENG_20030618_150128.5
train,bn/timex2norm/CNN_ENG_20030618_150128.6
train,bn/timex2norm/CNN_ENG_20030618_193127.17
train,bn/timex2norm/CNN_ENG_20030619_115954.10
train,bn/timex2norm/CNN_ENG_20030619_115954.4
train,bn/timex2norm/CNN_ENG_20030619_125955.10
train,bn/timex2norm/CNN_ENG_20030620_095840.4
train,bn/timex2norm/CNN_ENG_20030620_170011.14
train,bn/timex2norm/CNN_ENG_20030621_115841.16
train,bn/timex2norm/CNN_ENG_20030621_160254.25
train,bn/timex2norm/CNN_ENG_20030622_173306.9
train,bn/timex2norm/CNN_ENG_20030624_065843.24
train,bn/timex2norm/CNN_ENG_20030624_082841.12
train,bn/timex2norm/CNN_ENG_20030624_140104.22
train,bn/timex2norm/CNN_ENG_20030624_153103.16
train,bn/timex2norm/CNN_ENG_20030624_153103.17
train,bn/timex2norm/CNN_ENG_20030625_210122.0
train,bn/timex2norm/CNN_ENG_20030625_220123.3
train,bn/timex2norm/CNN_ENG_20030626_193133.8
train,bn/timex2norm/CNN_ENG_20030627_065846.3
train,bn/timex2norm/CNN_ENG_20030627_130145.6
train,bn/timex2norm/CNN_ENG_20030630_075848.7
train,bn/timex2norm/CNN_ENG_20030630_085848.18
train,cts/timex2norm/fsh_29097
train,cts/timex2norm/fsh_29105
train,cts/timex2norm/fsh_29121
train,cts/timex2norm/fsh_29138
train,cts/timex2norm/fsh_29139
train,cts/timex2norm/fsh_29141
train,cts/timex2norm/fsh_29171
train,cts/timex2norm/fsh_29187
train,cts/timex2norm/fsh_29191
train,cts/timex2norm/fsh_29192
train,cts/timex2norm/fsh_29195
train,cts/timex2norm/fsh_29226
train,cts/timex2norm/fsh_29272
train,cts/timex2norm/fsh_29302
train,cts/timex2norm/fsh_29303
train,cts/timex2norm/fsh_29326
train,cts/timex2norm/fsh_29336
train,cts/timex2norm/fsh_29344
train,cts/timex2norm/fsh_29348
train,cts/timex2norm/fsh_29350
train,cts/timex2norm/fsh_29361
train,cts/timex2norm/fsh_29388
train,cts/timex2norm/fsh_29395
train,cts/timex2norm/fsh_29505
train,cts/timex2norm/fsh_29520
train,cts/timex2norm/fsh_29521
train,cts/timex2norm/fsh_29526
train,cts/timex2norm/fsh_29581_1
train,cts/timex2norm/fsh_29586
train,cts/timex2norm/fsh_29592
train,cts/timex2norm/fsh_29601
train,cts/timex2norm/fsh_29622
train,cts/timex2norm/fsh_29628
train,cts/timex2norm/fsh_29630
train,cts/timex2norm/fsh_29770
train,cts/timex2norm/fsh_29774
train,cts/timex2norm/fsh_29782_2
train,cts/timex2norm/fsh_29783
train,cts/timex2norm/fsh_29786
train,nw/timex2norm/APW_ENG_20030326.0190
train,nw/timex2norm/APW_ENG_20030327.0376
train,nw/timex2norm/APW_ENG_20030331.0410
train,nw/timex2norm/APW_ENG_20030403.0862
train,nw/timex2norm/APW_ENG_20030404.0439
train,nw/timex2norm/APW_ENG_20030406.0191
train,nw/timex2norm/APW_ENG_20030407.0030
train,nw/timex2norm/APW_ENG_20030408.0090
train,nw/timex2norm/APW_ENG_20030409.0013
train,nw/timex2norm/APW_ENG_20030410.0906
train,nw/timex2norm/APW_ENG_20030411.0304
train,nw/timex2norm/APW_ENG_20030412.0531
train,nw/timex2norm/APW_ENG_20030414.0392
train,nw/timex2norm/APW_ENG_20030415.0742
train,nw/timex2norm/APW_ENG_20030416.0581
train,nw/timex2norm/APW_ENG_20030417.0555
train,nw/timex2norm/APW_ENG_20030418.0084
train,nw/timex2norm/APW_ENG_20030419.0358
train,nw/timex2norm/APW_ENG_20030422.0469
train,nw/timex2norm/APW_ENG_20030422.0485
train,nw/timex2norm/APW_ENG_20030423.0079
train,nw/timex2norm/APW_ENG_20030424.0532
train,nw/timex2norm/APW_ENG_20030424.0698
train,nw/timex2norm/APW_ENG_20030502.0470
train,nw/timex2norm/APW_ENG_20030502.0686
train,nw/timex2norm/APW_ENG_20030508.0772
train,nw/timex2norm/APW_ENG_20030510.0228
train,nw/timex2norm/APW_ENG_20030513.0139
train,nw/timex2norm/APW_ENG_20030519.0367
train,nw/timex2norm/APW_ENG_20030519.0548
train,nw/timex2norm/APW_ENG_20030520.0081
train,nw/timex2norm/APW_ENG_20030520.0757
train,nw/timex2norm/APW_ENG_20030527.0232
train,nw/timex2norm/APW_ENG_20030602.0037
train,nw/timex2norm/APW_ENG_20030603.0303
train,nw/timex2norm/APW_ENG_20030610.0010
train,nw/timex2norm/APW_ENG_20030610.0554
train,nw/timex2norm/APW_ENG_20030619.0383
train,nw/timex2norm/NYT_ENG_20030403.0008
train,nw/timex2norm/NYT_ENG_20030602.0074
train,nw/timex2norm/NYT_ENG_20030630.0079
train,nw/timex2norm/XIN_ENG_20030314.0208
train,nw/timex2norm/XIN_ENG_20030317.0177
train,nw/timex2norm/XIN_ENG_20030324.0191
train,nw/timex2norm/XIN_ENG_20030327.0202
train,nw/timex2norm/XIN_ENG_20030408.0341
train,nw/timex2norm/XIN_ENG_20030415.0379
train,nw/timex2norm/XIN_ENG_20030423.0011
train,nw/timex2norm/XIN_ENG_20030425.0184
train,nw/timex2norm/XIN_ENG_20030509.0137
train,nw/timex2norm/XIN_ENG_20030513.0002
train,nw/timex2norm/XIN_ENG_20030523.0202
train,nw/timex2norm/XIN_ENG_20030609.0118
train,nw/timex2norm/XIN_ENG_20030610.0299
train,nw/timex2norm/XIN_ENG_20030616.0274
train,nw/timex2norm/XIN_ENG_20030624.0085
train,un/timex2norm/Austin-Grad-Community_20050212.2454
train,un/timex2norm/Integritas-Group-Community-Forum_20050110.0557
train,un/timex2norm/alt.atheism_20041104.2428
train,un/timex2norm/alt.books.tom-clancy_20050130.1848
train,un/timex2norm/alt.collecting.autographs_20050224.2438
train,un/timex2norm/alt.corel_20041228.0503
train,un/timex2norm/alt.gossip.celebrities_20041118.2331
train,un/timex2norm/alt.gossip.celebrities_20050218.0826
train,un/timex2norm/alt.obituaries_20041121.1339
train,un/timex2norm/alt.politics.economics_20041206.1835
train,un/timex2norm/alt.politics_20050124.0640
train,un/timex2norm/alt.religion.mormon_20050103.0854
train,un/timex2norm/alt.support.divorce_20050113.2451
train,un/timex2norm/alt.sys.pc-clone.dell_20050226.2350
train,un/timex2norm/alt.vacation.las-vegas_20050109.0133
train,un/timex2norm/aus.cars_20041206.0903
train,un/timex2norm/misc.invest.marketplace_20050208.2406
train,un/timex2norm/misc.kids.pregnancy_20050120.0404
train,un/timex2norm/misc.legal.moderated_20041202.1648
train,un/timex2norm/misc.legal.moderated_20050129.2225
train,un/timex2norm/misc.survivalism_20050210.0232
train,un/timex2norm/misc.taxes_20050218.1250
train,un/timex2norm/rec.arts.mystery_20050219.1126
train,un/timex2norm/rec.arts.sf.written.robert-jordan_20050208.1350
train,un/timex2norm/rec.boats_20050130.1006
train,un/timex2norm/rec.music.makers.guitar.acoustic_20041228.1628
train,un/timex2norm/rec.music.phish_20041215.1554
train,un/timex2norm/rec.music.phish_20050217.1804
train,un/timex2norm/rec.parks.theme_20050217.2019
train,un/timex2norm/rec.sport.disc_20050209.2202
train,un/timex2norm/rec.travel.cruises_20050216.1636
train,un/timex2norm/rec.travel.cruises_20050222.0313
train,un/timex2norm/rec.travel.europe_20050101.1800
train,un/timex2norm/rec.travel.usa-canada_20050128.0121
train,un/timex2norm/seattle.politics_20050122.2412
train,un/timex2norm/soc.culture.china_20050203.0639
train,un/timex2norm/soc.culture.hmong_20050210.1130
train,un/timex2norm/soc.culture.indian_20041104.2348
train,un/timex2norm/soc.culture.iraq_20050211.0445
train,un/timex2norm/soc.culture.jewish_20050130.2105
train,un/timex2norm/soc.history.war.world-war-ii_20050127.2403
train,un/timex2norm/soc.history.what-if_20050129.1404
train,un/timex2norm/talk.politics.misc_20050216.1337
train,un/timex2norm/uk.gay-lesbian-bi_20050127.0311
train,wl/timex2norm/AGGRESSIVEVOICEDAILY_20041101.1144
train,wl/timex2norm/AGGRESSIVEVOICEDAILY_20041101.1806
train,wl/timex2norm/AGGRESSIVEVOICEDAILY_20041201.2313
train,wl/timex2norm/AGGRESSIVEVOICEDAILY_20041203.1959
train,wl/timex2norm/AGGRESSIVEVOICEDAILY_20041208.2133
train,wl/timex2norm/AGGRESSIVEVOICEDAILY_20041215.2302
train,wl/timex2norm/AGGRESSIVEVOICEDAILY_20041218.0146
train,wl/timex2norm/AGGRESSIVEVOICEDAILY_20041218.1004
train,wl/timex2norm/AGGRESSIVEVOICEDAILY_20041223.1449
train,wl/timex2norm/AGGRESSIVEVOICEDAILY_20041226.1712
train,wl/timex2norm/AGGRESSIVEVOICEDAILY_20050105.1344
train,wl/timex2norm/AGGRESSIVEVOICEDAILY_20050106.1310
train,wl/timex2norm/AGGRESSIVEVOICEDAILY_20050107.2012
train,wl/timex2norm/AGGRESSIVEVOICEDAILY_20050109.1627
train,wl/timex2norm/AGGRESSIVEVOICEDAILY_20050113.1400
train,wl/timex2norm/AGGRESSIVEVOICEDAILY_20050114.1922
train,wl/timex2norm/AGGRESSIVEVOICEDAILY_20050116.2149
train,wl/timex2norm/AGGRESSIVEVOICEDAILY_20050124.1354
train,wl/timex2norm/AGGRESSIVEVOICEDAILY_20050125.0136
train,wl/timex2norm/AGGRESSIVEVOICEDAILY_20050203.1356
train,wl/timex2norm/AGGRESSIVEVOICEDAILY_20050205.1954
train,wl/timex2norm/AGGRESSIVEVOICEDAILY_20050208.1142
train,wl/timex2norm/AGGRESSIVEVOICEDAILY_20050213.2123
train,wl/timex2norm/AGGRESSIVEVOICEDAILY_20050224.1207
train,wl/timex2norm/AGGRESSIVEVOICEDAILY_20050224.2252
train,wl/timex2norm/BACONSREBELLION_20050123.1639
train,wl/timex2norm/BACONSREBELLION_20050125.1108
train,wl/timex2norm/BACONSREBELLION_20050127.1017
train,wl/timex2norm/BACONSREBELLION_20050204.1326
train,wl/timex2norm/BACONSREBELLION_20050205.1919
train,wl/timex2norm/BACONSREBELLION_20050206.1345
train,wl/timex2norm/BACONSREBELLION_20050209.0721
train,wl/timex2norm/BACONSREBELLION_20050210.0728
train,wl/timex2norm/BACONSREBELLION_20050214.0944
train,wl/timex2norm/BACONSREBELLION_20050216.1536
train,wl/timex2norm/BACONSREBELLION_20050216.1618
train,wl/timex2norm/BACONSREBELLION_20050216.1632
train,wl/timex2norm/BACONSREBELLION_20050217.0744
train,wl/timex2norm/BACONSREBELLION_20050218.0848
train,wl/timex2norm/BACONSREBELLION_20050218.1214
train,wl/timex2norm/BACONSREBELLION_20050222.1348
train,wl/timex2norm/BACONSREBELLION_20050227.1238
train,wl/timex2norm/FLOPPINGACES_20041113.1528.042
